abstract,detail,company_name,aspect,post_nega,company_id
Conflict minerals rating,"As You Sow's 2017 report, Mining the Disclosures, is a deep analysis of 206 companies' human rights performance in relation to sourcing conflict minerals from the Democratic Republic of the Congo (DRC). This company's score was above 40% (Minimal).
[Source 2017][More on Human Rights]",Ralph Lauren,Social, lesser criticism,149
33/100 in Fashion Transparency Index,"The 2016 Fashion Transparency Index looks at how much brands know about their supply chains, what kind of policies they have in place and importantly, how much information they share with the public about their practices and products. This company scored 33%, signifying it makes some efforts to manage and improve their supply chains but make little supply chain information publicly available. This company still has a long way to go towards supply chain transparency.
[Source 2016][More on Sustainability Reporting]",Ralph Lauren,Business Ethics, lesser criticism,149
Excessive CEO pay,"As You Sow's 2017 report, 'The 100 Most Overpaid CEOs', reveals the 100 most overpaid CEOs from USA's 500 largest public companies (as determined by the S&P 500 list). This company's CEO, Ralph Lauren came in at number 23 on the list, having been paid US$23,957,577 in 2015. According to the report, ""Most CEOs have come to be grossly overpaid, and that overpayment is harmful to the companies, the shareholders, the customers, the other employees, the economy, and society as a whole.""
[Source 2017][More on Finance]",Ralph Lauren,Business Ethics, lesser criticism,149
Fined for bribery,"In 2013 this company paid more than $1.6 million to settle a criminal and civil investigation of allegations that one of its subsidiaries bribed government officials in Argentina.
[Source 2013][More on Finance]",Ralph Lauren,Business Ethics, lesser criticism,149
Sweatshop labour,"Polo Ralph Lauren was involved in the notorious Saipan sweatshop case where 30,000 garment workers on US territory were abused over the course of ten years.
[Source 2004][More on Workers Rights]",Ralph Lauren,Social, minor criticism,149
"Sweatshops in Indonesia, Sri Lanka and the Philippines","This 2011 report by the International Textile Garment and Leather Workers' Federation (ITGLWF) examined working conditions in 83 factories in Indonesia, Sri Lanka and the Philippines. Investigations found that widespread violations and abuses of workers' rights continue to be the norm, such as underpaying workers, long hours, forced overtime, and repression of the freedom of association. This company's brands were found to be made in one or more of the 83 factories covered in the research. [Listed under Information due to age of report]
[Source 2011][More on Workers rights]",Ralph Lauren,Social, minor criticism,149
Green Power Partner,"This company is listed on the EPA Green Power Partnership website (USA), as using renewable energy for 10% of its organisation-wide electricity use in the USA.
[Source 2016][More on Climate Change]",Ralph Lauren,Environment, minor praise,149
Fur free,"This company has announced that they don't sell animal fur or are phasing in a fur-free policy.
[Source 2014][More on Animal Rights]",Ralph Lauren,Animals, minor praise,149
Angora ban,"This company has taken angora items off the shelves and promised not to use angora again, following a PETA campaign launched in Dec 2013 which revealed the cruelty inflicted on angora rabbits in Chinese factory farms, where 90% of the world's angora is produced.
[Source 2017][More on Animal Rights]",Ralph Lauren,Animals, minor praise,149
Polo Ralph Lauren Foundation,"The  Polo Ralph Lauren Foundation supports initiatives in cancer care, education and service in underserved communities. Ralph Lauren engages in a number of philanthropic initiatives, some of which are highlighted at the link below.
[Source 2016][More on Finance]",Ralph Lauren,Business Ethics, minor praise,149
Responsible Jewellery Council member,"This company's subsidiary, Palph Lauren Watch & Jewelry Co, is a certified member of the Responsible Jewellery Council (RJC).  Certification under the RJC system demonstrates that the Member's business practices conform to RJC's Code of Practices for business ethics, human rights, social and environmental performance.
[Source 2017][More on Multi-Stakeholder Initiatives]",Ralph Lauren,Business Ethics, minor praise,149
SB 657 disclosure statement,"The California Transparency in Supply Chains Act of 2010 (SB 657) requires companies operating in California to disclose their efforts to eradicate slavery and human trafficking from their direct supply chains. KnowTheChain.org has examined this company's disclosure statement and concluded that it addresses the majority of SB 657 requirements. Follow the link to see this company's disclosure statement.
[Source 2013][More on Workers Rights]",Ralph Lauren,Social, information,149
